hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,gender_Female,gender_Male,school_type_Private,school_type_Public,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,internet_access_No,internet_access_Yes,parental_involvement_encoded,access_to_resources_encoded,motivation_level_encoded,family_income_encoded,teacher_quality_encoded,study_level,attendance_level,sleep_category,hours_studied_scaled,attendance_scaled,sleep_hours_scaled,previous_scores_scaled,tutoring_sessions_scaled,study_effort,learning_efficiency,activity_study_balance,tutoring_study_impact
31,95,Medium,Medium,No,5,99,Medium,Yes,1,Medium,Medium,Private,Neutral,4,No,High School,Near,Female,74,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,High,Good,Low Sleep,1.8404693418385496,1.3010367101449791,-1.3821849342223185,1.6619193236372043,-0.40124168605466753,2945,3069,124,31
20,68,High,High,No,6,76,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2,0,1,1,Medium,Poor,Normal Sleep,0.0041185681317912485,-1.0373137612320207,-0.7009902556898064,0.06455229261145401,0.41145108517868284,1360,1520,60,40
15,80,Medium,Medium,Yes,7,57,Low,Yes,1,Low,Medium,Private,Negative,4,No,High School,Near,Male,63,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1,Medium,Average,Normal Sleep,-0.8305863290076444,0.0019531149355348125,-0.01979557715729433,-1.2550117764967745,-0.40124168605466753,1200,855,60,15
13,74,Medium,Medium,No,6,64,Low,Yes,4,High,High,Private,Neutral,3,Yes,High School,Near,Male,63,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,2,2,Medium,Average,Normal Sleep,-1.1644682878634187,-0.5176803231482429,-0.7009902556898064,-0.7688565931411113,2.0368366276453838,962,832,39,52
27,76,High,High,No,9,67,Medium,Yes,1,Low,Medium,Public,Positive,4,No,High School,Far,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,0,1,High,Average,Healthy Sleep,1.1727054241270012,-0.344469177120317,1.3425937799077299,-0.5605043717029701,-0.40124168605466753,2052,1809,108,27
17,74,Medium,Low,Yes,8,98,Low,Yes,1,High,High,Public,Neutral,3,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,2,2,Medium,Average,Healthy Sleep,-0.49670437015187013,-0.5176803231482429,0.6613991013752177,1.5924685831578238,-0.40124168605466753,1258,1666,51,17
20,93,Medium,Low,No,8,63,Medium,Yes,0,Low,High,Public,Negative,3,No,High School,Moderate,Male,66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,0,2,Medium,Good,Healthy Sleep,0.0041185681317912485,1.1278255641170531,0.6613991013752177,-0.8383073336204918,-1.213934457288018,1860,1260,60,0
26,78,Medium,Medium,No,6,72,Medium,Yes,1,Low,Unknown,Private,Neutral,3,No,High School,Moderate,Female,67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,-1,High,Average,Normal Sleep,1.005764444699114,-0.1712580310923911,-0.7009902556898064,-0.21325066930606779,-0.40124168605466753,2028,1872,78,26
17,81,Medium,Medium,No,5,87,High,Yes,0,Low,High,Private,Neutral,2,No,College,Near,Female,67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,2,0,2,Medium,Average,Low Sleep,-0.49670437015187013,0.08855868794949777,-1.3821849342223185,0.828510437884639,-1.213934457288018,1377,1479,34,0
20,99,Medium,Low,Yes,7,64,High,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Near,Male,70,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,2,1,1,Medium,Good,Normal Sleep,0.0041185681317912485,1.6474590022008309,-0.01979557715729433,-0.7688565931411113,-1.213934457288018,1980,1280,80,0
20,62,Low,Medium,Yes,10,85,High,Yes,5,Low,Medium,Private,Neutral,4,No,High School,Near,Male,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,2,0,1,Medium,Poor,Healthy Sleep,0.0041185681317912485,-1.5569471993157984,2.023788458440242,0.6896089569258781,2.849529398878734,1240,1700,80,100
24,80,Medium,Medium,Yes,7,60,Medium,Yes,1,High,High,Public,Positive,3,No,High School,Moderate,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,2,High,Average,Normal Sleep,0.6718824858433398,0.0019531149355348125,-0.01979557715729433,-1.046659555058633,-0.40124168605466753,1920,1440,72,24
24,91,Medium,High,Yes,9,62,Low,Yes,3,Low,Medium,Public,Negative,4,No,College,Moderate,Male,70,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,0,1,High,Good,Healthy Sleep,0.6718824858433398,0.9546144180891273,1.3425937799077299,-0.9077580740998723,1.2241438564120333,2184,1488,96,72
19,66,High,Low,No,9,99,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,1,1,1,Medium,Poor,Healthy Sleep,-0.16282241129609587,-1.2105249072599464,1.3425937799077299,1.6619193236372043,-0.40124168605466753,1254,1881,57,19
20,84,High,Medium,Yes,8,68,Medium,Yes,0,Low,Medium,Private,Positive,4,No,Postgraduate,Near,Male,69,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0,1,Medium,Average,Healthy Sleep,0.0041185681317912485,0.34837540699138664,0.6613991013752177,-0.4910536312235896,-1.213934457288018,1680,1360,80,0
18,70,Medium,Medium,No,7,86,Medium,Yes,1,High,Medium,Public,Positive,2,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,2,1,Medium,Poor,Normal Sleep,-0.329763390723983,-0.8641026152040947,-0.01979557715729433,0.7590596974052585,-0.40124168605466753,1260,1548,36,18
11,95,Medium,Medium,Yes,6,92,Medium,No,2,Medium,Low,Public,Neutral,3,No,Postgraduate,Moderate,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,Medium,Good,Normal Sleep,-1.498350246719193,1.3010367101449791,-0.7009902556898064,1.175764140281541,0.41145108517868284,1045,1012,33,22
22,73,Low,Medium,Yes,7,67,Medium,Yes,3,High,Medium,Private,Positive,2,No,High School,Far,Male,65,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,2,1,High,Average,Normal Sleep,0.3380005269875655,-0.6042858961622058,-0.01979557715729433,-0.5605043717029701,1.2241438564120333,1606,1474,44,66
31,73,Medium,High,Yes,6,68,High,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,1,1,High,Average,Normal Sleep,1.8404693418385496,-0.6042858961622058,-0.7009902556898064,-0.4910536312235896,-0.40124168605466753,2263,2108,93,31
15,84,Low,Low,Yes,7,89,High,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,2,0,2,Medium,Average,Normal Sleep,-0.8305863290076444,0.34837540699138664,-0.01979557715729433,0.9674119188433998,-0.40124168605466753,1260,1335,45,15
15,67,High,Medium,Yes,5,80,High,Yes,3,Medium,High,Public,Neutral,4,No,College,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,2,1,2,Medium,Poor,Low Sleep,-0.8305863290076444,-1.1239193342459837,-1.3821849342223185,0.3423552545289758,1.2241438564120333,1005,1200,60,45
15,71,High,Low,No,6,68,Low,No,5,Low,Medium,Public,Positive,4,No,College,Near,Female,64,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,1,Medium,Average,Normal Sleep,-0.8305863290076444,-0.7774970421901317,-0.7009902556898064,-0.4910536312235896,2.849529398878734,1065,1020,60,75
24,77,Medium,Medium,No,8,87,High,Yes,2,Low,Medium,Public,Positive,1,Yes,Postgraduate,Moderate,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,0,1,High,Average,Healthy Sleep,0.6718824858433398,-0.25786360410635406,0.6613991013752177,0.828510437884639,0.41145108517868284,1848,2088,24,48
23,74,Medium,High,Yes,6,93,Medium,Yes,4,High,Medium,Private,Neutral,3,No,High School,Near,Female,70,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,2,1,High,Average,Normal Sleep,0.5049415064154527,-0.5176803231482429,-0.7009902556898064,1.2452148807609216,2.0368366276453838,1702,2139,69,92
19,81,Low,High,Yes,6,62,Medium,No,1,Medium,Low,Public,Negative,3,No,High School,Moderate,Female,64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,2,1,1,0,Medium,Average,Normal Sleep,-0.16282241129609587,0.08855868794949777,-0.7009902556898064,-0.9077580740998723,-0.40124168605466753,1539,1178,57,19
14,84,High,Medium,No,6,51,Low,Yes,4,High,Medium,Public,Neutral,3,No,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,2,1,Medium,Average,Normal Sleep,-0.9975273084355315,0.34837540699138664,-0.7009902556898064,-1.6717162193730573,2.0368366276453838,1176,714,42,56
21,83,High,High,No,7,64,Medium,Yes,2,Medium,Low,Private,Neutral,2,No,High School,Near,Male,68,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,1,1,0,High,Average,Normal Sleep,0.17105954755967837,0.26176983397742365,-0.01979557715729433,-0.7688565931411113,0.41145108517868284,1743,1344,42,42
11,86,Medium,Medium,Yes,4,84,Medium,Yes,5,Low,High,Public,Neutral,4,Yes,High School,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,Medium,Good,Low Sleep,-1.498350246719193,0.5215865530193126,-2.0633796127548307,0.6201582164464976,2.849529398878734,946,924,44,55
21,72,Medium,Low,Yes,6,96,Low,Yes,4,High,Medium,Public,Positive,2,Yes,College,Moderate,Female,66,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,2,1,High,Average,Normal Sleep,0.17105954755967837,-0.6908914691761688,-0.7009902556898064,1.453567102199063,2.0368366276453838,1512,2016,42,84
25,65,Medium,High,Yes,8,93,Low,No,2,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,66,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,0,1,1,High,Poor,Healthy Sleep,0.8388234652712269,-1.2971304802739094,0.6613991013752177,1.2452148807609216,0.41145108517868284,1625,2325,75,50
12,90,Medium,Low,Yes,7,61,Medium,Yes,2,Low,High,Private,Positive,2,No,High School,Near,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0,2,Medium,Good,Normal Sleep,-1.3314092672913058,0.8680088450751643,-0.01979557715729433,-0.9772088145792527,0.41145108517868284,1080,732,24,24
11,94,Low,Low,Yes,8,94,Medium,Yes,2,Low,Medium,Public,Positive,2,No,College,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,1,Medium,Good,Healthy Sleep,-1.498350246719193,1.2144311371310161,0.6613991013752177,1.314665621240302,0.41145108517868284,1034,1034,22,22
29,70,Medium,Medium,Yes,4,91,Low,Yes,2,Low,Medium,Public,Positive,3,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,1,High,Poor,Low Sleep,1.5065873829827754,-0.8641026152040947,-2.0633796127548307,1.1063133998021608,0.41145108517868284,2030,2639,87,58
16,76,Low,Medium,No,6,87,Medium,Yes,3,Low,Medium,Private,Neutral,4,No,College,Near,Female,65,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0,1,Medium,Average,Normal Sleep,-0.6636453495797573,-0.344469177120317,-0.7009902556898064,0.828510437884639,1.2241438564120333,1216,1392,64,48
27,80,Low,Low,Yes,7,84,Low,Yes,4,Low,Medium,Public,Positive,3,No,College,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,High,Average,Normal Sleep,1.1727054241270012,0.0019531149355348125,-0.01979557715729433,0.6201582164464976,2.0368366276453838,2160,2268,81,108
19,81,Low,High,No,8,90,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Near,Female,67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,1,0,1,Medium,Average,Healthy Sleep,-0.16282241129609587,0.08855868794949777,0.6613991013752177,1.0368626593227803,0.41145108517868284,1539,1710,57,38
19,86,Medium,Medium,Yes,9,93,Low,Yes,1,Low,High,Public,Positive,3,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0,2,Medium,Good,Healthy Sleep,-0.16282241129609587,0.5215865530193126,1.3425937799077299,1.2452148807609216,-0.40124168605466753,1634,1767,57,19
23,62,Medium,Medium,No,8,91,High,No,3,High,Low,Public,Neutral,3,No,High School,Moderate,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,2,2,0,High,Poor,Healthy Sleep,0.5049415064154527,-1.5569471993157984,0.6613991013752177,1.1063133998021608,1.2241438564120333,1426,2093,69,69
15,89,Medium,Medium,No,6,56,Low,Yes,2,Medium,Medium,Public,Positive,4,No,College,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,Medium,Good,Normal Sleep,-0.8305863290076444,0.7814032720612014,-0.7009902556898064,-1.324462516976155,0.41145108517868284,1335,840,60,30
21,62,High,Medium,No,6,86,Medium,Yes,2,Medium,High,Private,Positive,4,No,High School,Near,Female,67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,1,1,2,High,Poor,Normal Sleep,0.17105954755967837,-1.5569471993157984,-0.7009902556898064,0.7590596974052585,0.41145108517868284,1302,1806,84,42
18,79,Medium,High,No,9,92,Low,Yes,1,Low,Medium,Private,Neutral,3,No,College,Near,Male,67,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,0,0,1,Medium,Average,Healthy Sleep,-0.329763390723983,-0.08465245807842814,1.3425937799077299,1.175764140281541,-0.40124168605466753,1422,1656,54,18
12,93,Medium,High,No,6,59,Medium,Yes,2,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,1,0,1,Medium,Good,Normal Sleep,-1.3314092672913058,1.1278255641170531,-0.7009902556898064,-1.1161102955380136,0.41145108517868284,1116,708,36,24
22,78,Medium,High,Yes,5,61,Low,Yes,2,Low,Medium,Public,Neutral,4,No,College,Near,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,0,0,1,High,Average,Low Sleep,0.3380005269875655,-0.1712580310923911,-1.3821849342223185,-0.9772088145792527,0.41145108517868284,1716,1342,88,44
18,66,Medium,Medium,Yes,7,89,High,Yes,4,Low,Medium,Public,Positive,3,Yes,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,0,1,Medium,Poor,Normal Sleep,-0.329763390723983,-1.2105249072599464,-0.01979557715729433,0.9674119188433998,2.0368366276453838,1188,1602,54,72
19,99,Low,High,No,9,67,Low,Yes,3,High,Medium,Public,Neutral,1,No,College,Moderate,Male,70,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,0,2,1,Medium,Good,Healthy Sleep,-0.16282241129609587,1.6474590022008309,1.3425937799077299,-0.5605043717029701,1.2241438564120333,1881,1273,19,57
13,96,Medium,Medium,No,6,70,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Near,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,Medium,Good,Normal Sleep,-1.1644682878634187,1.3876422831589421,-0.7009902556898064,-0.35215215026482866,-0.40124168605466753,1248,910,39,13
30,91,High,Low,Yes,6,69,Medium,Yes,2,Medium,High,Public,Negative,4,No,High School,Moderate,Female,72,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,1,2,High,Good,Normal Sleep,1.6735283624106625,0.9546144180891273,-0.7009902556898064,-0.42160289074420915,0.41145108517868284,2730,2070,120,60
25,76,Medium,High,No,6,61,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,1,1,High,Average,Normal Sleep,0.8388234652712269,-0.344469177120317,-0.7009902556898064,-0.9772088145792527,-0.40124168605466753,1900,1525,75,25
26,67,High,Low,Yes,8,97,Medium,Yes,2,Medium,Medium,Public,Neutral,0,No,High School,Moderate,Female,66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,1,1,1,High,Poor,Healthy Sleep,1.005764444699114,-1.1239193342459837,0.6613991013752177,1.5230178426784435,0.41145108517868284,1742,2522,0,52
18,98,Low,Low,Yes,7,90,Low,Yes,0,High,High,Private,Positive,1,No,High School,Moderate,Male,68,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,2,2,Medium,Good,Normal Sleep,-0.329763390723983,1.5608534291868679,-0.01979557715729433,1.0368626593227803,-1.213934457288018,1764,1620,18,0
10,81,Medium,High,No,8,63,Medium,Yes,1,Low,Low,Public,Neutral,2,No,Unknown,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,0,Low,Average,Healthy Sleep,-1.66529122614708,0.08855868794949777,0.6613991013752177,-0.8383073336204918,-0.40124168605466753,810,630,20,10
32,94,Medium,High,Yes,9,55,High,Yes,4,Medium,Medium,Private,Positive,2,Yes,High School,Near,Male,75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,2,1,1,High,Good,Healthy Sleep,2.0074103212664367,1.2144311371310161,1.3425937799077299,-1.3939132574555355,2.0368366276453838,3008,1760,64,128
20,74,High,Low,Yes,5,69,High,Yes,1,Medium,Medium,Public,Positive,4,No,College,Moderate,Female,66,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,2,1,1,Medium,Average,Low Sleep,0.0041185681317912485,-0.5176803231482429,-1.3821849342223185,-0.42160289074420915,-0.40124168605466753,1480,1380,80,20
16,73,High,High,Yes,6,71,Medium,Yes,0,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,0,1,Medium,Average,Normal Sleep,-0.6636453495797573,-0.6042858961622058,-0.7009902556898064,-0.2827014097854482,-1.213934457288018,1168,1136,64,0
23,99,High,High,No,6,50,Medium,No,1,High,Medium,Private,Neutral,5,Yes,High School,Near,Male,71,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,1,2,1,High,Good,Normal Sleep,0.5049415064154527,1.6474590022008309,-0.7009902556898064,-1.7411669598524377,-0.40124168605466753,2277,1150,115,23
27,81,Low,High,No,7,94,Low,Yes,0,Low,Medium,Public,Neutral,4,No,College,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,0,0,1,High,Average,Normal Sleep,1.1727054241270012,0.08855868794949777,-0.01979557715729433,1.314665621240302,-1.213934457288018,2187,2538,108,0
20,66,Medium,Medium,Yes,8,93,Medium,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,Medium,Poor,Healthy Sleep,0.0041185681317912485,-1.2105249072599464,0.6613991013752177,1.2452148807609216,0.41145108517868284,1320,1860,60,40
28,69,Low,High,Yes,6,93,Low,Yes,0,High,Low,Public,Negative,3,No,College,Near,Male,67,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,2,0,2,0,High,Poor,Normal Sleep,1.3396464035548883,-0.9507081882180577,-0.7009902556898064,1.2452148807609216,-1.213934457288018,1932,2604,84,0
26,79,Low,High,Yes,6,90,Low,No,0,High,Medium,Private,Negative,2,Yes,College,Moderate,Male,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,0,2,1,High,Average,Normal Sleep,1.005764444699114,-0.08465245807842814,-0.7009902556898064,1.0368626593227803,-1.213934457288018,2054,2340,52,0
14,62,Low,Medium,No,8,87,Medium,Yes,1,Medium,Medium,Public,Positive,1,No,High School,Moderate,Male,60,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1,1,1,Medium,Poor,Healthy Sleep,-0.9975273084355315,-1.5569471993157984,0.6613991013752177,0.828510437884639,-0.40124168605466753,868,1218,14,14
16,79,Medium,Medium,No,8,82,Low,Yes,2,Low,Medium,Private,Neutral,3,Yes,Postgraduate,Moderate,Female,64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,Medium,Average,Healthy Sleep,-0.6636453495797573,-0.08465245807842814,0.6613991013752177,0.48125673548773673,0.41145108517868284,1264,1312,48,32
26,77,Medium,Medium,Yes,7,98,Low,Yes,0,High,Medium,Public,Neutral,1,No,Postgraduate,Unknown,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,High,Average,Normal Sleep,1.005764444699114,-0.25786360410635406,-0.01979557715729433,1.5924685831578238,-1.213934457288018,2002,2548,26,0
4,91,Medium,Medium,No,4,86,Low,Yes,3,Low,Medium,Private,Neutral,4,Yes,College,Moderate,Male,64,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,Low,Good,Low Sleep,-2.6669371027144027,0.9546144180891273,-2.0633796127548307,0.7590596974052585,1.2241438564120333,364,344,16,12
19,74,Medium,High,No,9,82,High,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,2,0,1,Medium,Average,Healthy Sleep,-0.16282241129609587,-0.5176803231482429,1.3425937799077299,0.48125673548773673,0.41145108517868284,1406,1558,57,38
11,99,High,Medium,Yes,7,89,High,Yes,3,Low,Medium,Public,Positive,3,No,College,Near,Male,72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,2,0,1,Medium,Good,Normal Sleep,-1.498350246719193,1.6474590022008309,-0.01979557715729433,0.9674119188433998,1.2241438564120333,1089,979,33,33
17,67,Low,Low,Yes,7,62,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Moderate,Female,60,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,1,Medium,Poor,Normal Sleep,-0.49670437015187013,-1.1239193342459837,-0.01979557715729433,-0.9077580740998723,-1.213934457288018,1139,1054,68,0
18,84,Low,High,Yes,6,98,Low,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,2,0,1,1,Medium,Average,Normal Sleep,-0.329763390723983,0.34837540699138664,-0.7009902556898064,1.5924685831578238,1.2241438564120333,1512,1764,54,54
18,64,Medium,Medium,Yes,6,51,Medium,Yes,2,Low,Medium,Public,Positive,1,No,High School,Near,Female,62,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,1,Medium,Poor,Normal Sleep,-0.329763390723983,-1.3837360532878724,-0.7009902556898064,-1.6717162193730573,0.41145108517868284,1152,918,18,36
17,89,Medium,Medium,Yes,6,82,Medium,Yes,3,Medium,Medium,Private,Positive,3,No,College,Near,Female,70,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,Medium,Good,Normal Sleep,-0.49670437015187013,0.7814032720612014,-0.7009902556898064,0.48125673548773673,1.2241438564120333,1513,1394,51,51
13,100,Low,Low,Yes,4,54,Low,Yes,3,Low,Low,Public,Positive,2,No,High School,Near,Female,65,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,Medium,Good,Low Sleep,-1.1644682878634187,1.7340645752147938,-2.0633796127548307,-1.4633639979349158,1.2241438564120333,1300,702,26,39
34,93,High,Medium,Yes,6,93,High,Yes,2,Low,High,Public,Neutral,4,No,High School,Near,Male,77,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,2,0,2,High,Good,Normal Sleep,2.341292280122211,1.1278255641170531,-0.7009902556898064,1.2452148807609216,0.41145108517868284,3162,3162,136,68
31,82,Medium,High,Yes,5,98,Medium,Yes,0,Low,Low,Public,Neutral,3,No,High School,Near,Male,71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,0,High,Average,Low Sleep,1.8404693418385496,0.17516426096346072,-1.3821849342223185,1.5924685831578238,-1.213934457288018,2542,3038,93,0
13,79,Medium,High,No,7,70,High,Yes,4,Low,Medium,Public,Positive,3,Yes,High School,Near,Female,66,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,0,1,Medium,Average,Normal Sleep,-1.1644682878634187,-0.08465245807842814,-0.01979557715729433,-0.35215215026482866,2.0368366276453838,1027,910,39,52
29,93,Medium,Medium,No,5,93,Medium,Yes,2,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Female,74,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,1,High,Good,Low Sleep,1.5065873829827754,1.1278255641170531,-1.3821849342223185,1.2452148807609216,0.41145108517868284,2697,2697,87,58
18,97,Medium,High,No,8,67,Medium,Yes,1,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,1,1,2,Medium,Good,Healthy Sleep,-0.329763390723983,1.474247856172905,0.6613991013752177,-0.5605043717029701,-0.40124168605466753,1746,1206,54,18
21,100,Medium,Medium,No,5,58,Medium,Yes,2,Medium,Medium,Private,Neutral,2,No,High School,Moderate,Male,69,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,High,Good,Low Sleep,0.17105954755967837,1.7340645752147938,-1.3821849342223185,-1.185561036017394,0.41145108517868284,2100,1218,42,42
20,76,Medium,Medium,No,9,64,Low,Yes,2,Low,Medium,Public,Negative,2,No,College,Moderate,Male,64,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1,Medium,Average,Healthy Sleep,0.0041185681317912485,-0.344469177120317,1.3425937799077299,-0.7688565931411113,0.41145108517868284,1520,1280,40,40
16,100,Medium,Medium,Yes,8,65,High,Yes,1,High,Medium,Public,Positive,2,Yes,College,Moderate,Female,69,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,2,2,1,Medium,Good,Healthy Sleep,-0.6636453495797573,1.7340645752147938,0.6613991013752177,-0.6994058526617309,-0.40124168605466753,1600,1040,32,16
