item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
FDE08,18.2,Low Fat,0.049278643,Fruits and Vegetables,147.17,OUT013,1987,High,Tier 3,Supermarket Type1
DRK01,7.63,Low Fat,0.061013491,Soft Drinks,96.04,OUT013,1987,High,Tier 3,Supermarket Type1
FDC58,10.195,Low Fat,0.042007527,Snack Foods,43.24,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE50,19.7,Regular,0.016205646,Canned,188.86,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX48,17.75,Regular,0.037880729,Baking Goods,152.77,OUT035,2004,Small,Tier 2,Supermarket Type1
DRM35,9.695,Low Fat,0.070731517,Hard Drinks,178.03,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG41,8.84,Regular,0.076498396,Frozen Foods,108.92,OUT013,1987,High,Tier 3,Supermarket Type1
FDB52,17.75,Low Fat,0.030435601,Dairy,255.97,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV19,14.85,Regular,0.035328539,Fruits and Vegetables,158.56,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRG48,5.78,Low Fat,0.014637395,Soft Drinks,144.71,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDI26,5.94,Low Fat,0.034857707,Canned,180.43,OUT013,1987,High,Tier 3,Supermarket Type1
FDU11,4.785,Low Fat,0.162119533,Breads,121.21,OUT019,1985,Small,Tier 1,Grocery Store
FDF59,12.5,Low Fat,0.124739062,Starchy Foods,128.1,OUT019,1985,Small,Tier 1,Grocery Store
FDR07,21.35,Low Fat,0.07786478,Fruits and Vegetables,97.01,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCE06,5.825,Low Fat,0.09200271,Household,161.89,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDE10,6.67,Regular,0.089948119,Snack Foods,132.66,OUT046,1997,Small,Tier 1,Supermarket Type1
NCO55,12.8,Low Fat,0.091037229,Others,108.99,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ13,7.84,Regular,0,Canned,51.04,OUT013,1987,High,Tier 3,Supermarket Type1
FDT50,6.75,Regular,0.10885123,Dairy,96.88,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH12,9.6,Low Fat,0.142195014,Baking Goods,105.73,OUT010,1998,Unknown,Tier 3,Grocery Store
FDD21,10.3,Regular,0.030631225,Fruits and Vegetables,116.42,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCM05,6.825,Low Fat,0.059797172,Health and Hygiene,263.22,OUT013,1987,High,Tier 3,Supermarket Type1
FDK04,7.36,Low Fat,0,Frozen Foods,59.26,OUT013,1987,High,Tier 3,Supermarket Type1
FDN33,6.305,Regular,0.123812157,Snack Foods,96.34,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCM18,13,Low Fat,0.138660307,Household,62.92,OUT010,1998,Unknown,Tier 3,Grocery Store
DRC25,5.73,Low Fat,0.045442396,Soft Drinks,85.49,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDT47,5.26,Regular,0.024647467,Breads,96.41,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDD45,8.615,Low Fat,0.115686024,Fruits and Vegetables,96.04,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCD07,9.1,Low Fat,0.055654536,Household,114.15,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCY54,8.43,Low Fat,0.297424743,Household,174.24,OUT010,1998,Unknown,Tier 3,Grocery Store
FDL12,15.85,Regular,0.121821828,Baking Goods,60.72,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL02,20,Regular,0.104672114,Canned,105.26,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDC60,5.425,Regular,0.114450757,Baking Goods,90.35,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR37,16.5,Regular,0.066624286,Breakfast,180.93,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY16,18.35,Regular,0,Frozen Foods,184.63,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU26,16.7,Regular,0.042705388,Dairy,120.28,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDN24,14.1,Low Fat,0.113173172,Baking Goods,53,OUT013,1987,High,Tier 3,Supermarket Type1
FDH44,19.1,Regular,0.025850623,Fruits and Vegetables,149.04,OUT013,1987,High,Tier 3,Supermarket Type1
FDE23,17.6,Regular,0.089014099,Starchy Foods,46.51,OUT010,1998,Unknown,Tier 3,Grocery Store
FDW60,5.44,Regular,0.017158459,Baking Goods,176.04,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ55,13.65,Regular,0.013058345,Fruits and Vegetables,116.38,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV32,7.785,Low Fat,0.088278814,Fruits and Vegetables,62.05,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV03,17.6,Low Fat,0.097232874,Meat,156.03,OUT010,1998,Unknown,Tier 3,Grocery Store
FDY14,10.3,Low Fat,0.117232927,Dairy,266.22,OUT010,1998,Unknown,Tier 3,Grocery Store
NCL55,12.15,Low Fat,0.064347565,Others,253.5,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRF25,9,Low Fat,0.039145429,Soft Drinks,38.62,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDX03,15.85,Regular,0.061095976,Meat,44.67,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF40,20.25,Regular,0.022557789,Dairy,247.71,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX24,8.355,low fat,0.023314389,Baking Goods,91.25,OUT010,1998,Unknown,Tier 3,Grocery Store
FDA25,16.5,Regular,0.068231673,Canned,102.9,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH21,10.395,Low Fat,0.03135221,Seafood,158.66,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB47,8.8,Low Fat,0.119558153,Snack Foods,210.56,OUT010,1998,Unknown,Tier 3,Grocery Store
FDT34,9.3,Low Fat,0.305264825,Snack Foods,105.6,OUT019,1985,Small,Tier 1,Grocery Store
FDS39,6.895,low fat,0.037594397,Meat,140.88,OUT010,1998,Unknown,Tier 3,Grocery Store
NCU05,11.8,Low Fat,0.058736238,Health and Hygiene,78.56,OUT046,1997,Small,Tier 1,Supermarket Type1
FDE02,8.71,Low Fat,0.121438886,Canned,93.68,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL25,6.92,Regular,0.130900158,Breakfast,91.28,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC50,15.85,Low Fat,0.136710131,Canned,94.11,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ32,7.785,Regular,0.038192036,Fruits and Vegetables,106.6,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV14,19.85,Low Fat,0.04458772,Dairy,86.99,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDR07,21.35,Low Fat,0.077901576,Fruits and Vegetables,96.91,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDB26,14,Regular,0.031316108,Canned,52.56,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCR50,20.2,Low Fat,0.011844058,Household,152.53,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP01,20.75,Regular,0.063583911,Breakfast,153.77,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH57,10.895,Low Fat,0.035820019,Fruits and Vegetables,130.53,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM60,10.8,Regular,0.047910156,Baking Goods,39.81,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA45,21.25,Low Fat,0,Snack Foods,174.54,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU55,16.2,Low Fat,0.036114404,Fruits and Vegetables,258.83,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH40,11.6,Regular,0.078914647,Frozen Foods,83.13,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG40,13.65,Low Fat,0.06972729,Frozen Foods,33.26,OUT019,1985,Small,Tier 1,Grocery Store
FDT12,6.215,Regular,0.04969885,Baking Goods,223.91,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL59,16.75,Low Fat,0.021267169,Hard Drinks,53.23,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT47,5.26,Regular,0.024608674,Breads,98.81,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDI60,7.22,Regular,0.038537981,Baking Goods,64.95,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRF51,15.75,Low Fat,0.165035146,Dairy,37.65,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCK31,10.895,Low Fat,0.027089826,Others,50.67,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB08,6.055,Low Fat,0.031166435,Fruits and Vegetables,160.16,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM44,12.5,Low Fat,0.031043803,Fruits and Vegetables,101.8,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD46,6.035,Low Fat,0.141831427,Snack Foods,152.5,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDR27,15.1,Regular,0.168259451,Meat,130.49,OUT019,1985,Small,Tier 1,Grocery Store
FDV56,16.1,Regular,0.022756451,Fruits and Vegetables,108.86,OUT010,1998,Unknown,Tier 3,Grocery Store
FDM02,12.5,Regular,0.073849696,Canned,86.32,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDU45,15.6,Regular,0.035650779,Snack Foods,112.95,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ10,17.85,Low Fat,0.044714995,Snack Foods,125.4,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCK31,10.895,Low Fat,0.045272429,Others,50.27,OUT010,1998,Unknown,Tier 3,Grocery Store
FDR27,15.1,Regular,0.09608226,Meat,134.29,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF33,7.97,Low Fat,0.021517566,Seafood,108.26,OUT013,1987,High,Tier 3,Supermarket Type1
FDJ36,14.5,Regular,0.128260071,Baking Goods,104.13,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP33,18.7,Low Fat,0.089411048,Snack Foods,254.87,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDG17,6.865,Regular,0.035840212,Frozen Foods,245.05,OUT046,1997,Small,Tier 1,Supermarket Type1
FDG47,12.8,Low Fat,0.069281708,Starchy Foods,263.53,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW29,14,Low Fat,0.028862957,Health and Hygiene,128.43,OUT046,1997,Small,Tier 1,Supermarket Type1
DRH59,10.8,Low Fat,0.058763973,Hard Drinks,72.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR32,6.78,Regular,0.086293322,Fruits and Vegetables,229.37,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP48,7.52,Regular,0.044014888,Baking Goods,181.8,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG17,6.865,Regular,0.035833435,Frozen Foods,244.75,OUT035,2004,Small,Tier 2,Supermarket Type1
DRJ59,11.65,Low Fat,0.01948183,Hard Drinks,40.12,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY48,14,Low Fat,0.023619935,Baking Goods,103.33,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDB02,9.695,Regular,0.029164278,Canned,175.24,OUT046,1997,Small,Tier 1,Supermarket Type1
FDN10,11.5,Low Fat,0.080756828,Snack Foods,118.01,OUT019,1985,Small,Tier 1,Grocery Store
NCD55,14,Low Fat,0.024326578,Household,41.95,OUT035,2004,Small,Tier 2,Supermarket Type1
FDX34,6.195,Low Fat,0.071925626,Snack Foods,121.91,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ38,17.6,Low Fat,0.008017245,Dairy,170.84,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRF37,17.25,Low Fat,0.084463753,Soft Drinks,262.29,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRL47,19.7,Low Fat,0.067823104,Hard Drinks,124.64,OUT019,1985,Small,Tier 1,Grocery Store
FDL27,6.17,Low Fat,0,Meat,64.08,OUT035,2004,Small,Tier 2,Supermarket Type1
NCP53,14.75,Low Fat,0.032884127,Health and Hygiene,236.59,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT03,21.25,Low Fat,0.017506543,Meat,184.06,OUT019,1985,Small,Tier 1,Grocery Store
FDJ28,12.3,Low Fat,0.021856851,Frozen Foods,191.82,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF40,20.25,Regular,0.022603838,Dairy,248.11,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA32,14,Low Fat,0.030088502,Fruits and Vegetables,216.62,OUT035,2004,Small,Tier 2,Supermarket Type1
NCP02,7.105,Low Fat,0.045062219,Household,58.46,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDZ31,15.35,Regular,0.11344683,Fruits and Vegetables,193.75,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCQ29,12,Low Fat,0.104143397,Health and Hygiene,262.23,OUT013,1987,High,Tier 3,Supermarket Type1
FDP57,17.5,Low Fat,0.087780702,Snack Foods,105.1,OUT010,1998,Unknown,Tier 3,Grocery Store
FDL32,15.7,Regular,0.121873881,Fruits and Vegetables,113.15,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRB01,7.39,Low Fat,0,Soft Drinks,191.75,OUT035,2004,Small,Tier 2,Supermarket Type1
FDJ40,13.6,Regular,0.049589259,Frozen Foods,109.79,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO24,11.1,Low Fat,0.176933493,Baking Goods,159.16,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO11,8,Regular,0.030388183,Breads,247.81,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA56,9.21,Low Fat,0.008763128,Fruits and Vegetables,120.24,OUT035,2004,Small,Tier 2,Supermarket Type1
FDF02,16.2,Low Fat,0.103683012,Canned,105.1,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDA10,20.35,Low Fat,0.141697997,Snack Foods,122.51,OUT013,1987,High,Tier 3,Supermarket Type1
NCI55,18.6,Low Fat,0.012725138,Household,121.84,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDZ40,8.935,Low Fat,0.067257683,Frozen Foods,53.33,OUT010,1998,Unknown,Tier 3,Grocery Store
FDV08,7.35,Low Fat,0.028639386,Fruits and Vegetables,41.75,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDN48,13.35,Low Fat,0.064896679,Baking Goods,90.08,OUT013,1987,High,Tier 3,Supermarket Type1
FDU57,8.27,Regular,0.090060741,Snack Foods,150.37,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRF49,7.27,Low Fat,0.071018789,Soft Drinks,114.45,OUT013,1987,High,Tier 3,Supermarket Type1
FDS02,10.195,Regular,0.145839766,Dairy,194.98,OUT035,2004,Small,Tier 2,Supermarket Type1
FDS43,11.65,Low Fat,0.040514888,Fruits and Vegetables,186.52,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT16,9.895,Regular,0.048621862,Frozen Foods,259.13,OUT013,1987,High,Tier 3,Supermarket Type1
FDX19,19.1,Low Fat,0.096265377,Fruits and Vegetables,233.8,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDK15,10.8,Low Fat,0.098413825,Meat,98.8,OUT046,1997,Small,Tier 1,Supermarket Type1
DRA12,11.6,Low Fat,0.041009558,Soft Drinks,141.02,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY35,17.6,Regular,0.01611834,Breads,45.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCU42,9,Low Fat,0.019490421,Household,169.35,OUT013,1987,High,Tier 3,Supermarket Type1
FDD26,8.71,Regular,0.072095416,Canned,184.79,OUT013,1987,High,Tier 3,Supermarket Type1
FDR11,10.5,Regular,0.143118865,Breads,160.86,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCP53,14.75,Low Fat,0.032957049,Health and Hygiene,239.19,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDP34,12.85,Low Fat,0.13750615,Snack Foods,156.86,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCV41,14.35,Low Fat,0.029832699,Health and Hygiene,109.72,OUT019,1985,Small,Tier 1,Grocery Store
FDN20,19.35,Low Fat,0.026288547,Fruits and Vegetables,167.05,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ16,16.85,Regular,0,Frozen Foods,193.25,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ28,20,Regular,0.051572555,Frozen Foods,126.97,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCL55,12.15,Low Fat,0.064606878,Others,253.6,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ17,7.68,Low Fat,0.152556491,Health and Hygiene,85.12,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT37,14.15,Low Fat,0,Canned,255.8,OUT046,1997,Small,Tier 1,Supermarket Type1
FDV51,16.35,Low Fat,0.032589486,Meat,167.78,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ28,20,Regular,0.051482762,Frozen Foods,128.87,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN27,20.85,Low Fat,0.039529574,Meat,117.78,OUT013,1987,High,Tier 3,Supermarket Type1
FDS14,7.285,Low Fat,0.087480308,Dairy,158.33,OUT019,1985,Small,Tier 1,Grocery Store
FDZ58,17.85,Low Fat,0.052282677,Snack Foods,122.51,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDD46,6.035,Low Fat,0.14125601,Snack Foods,155.4,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ03,12.35,Regular,0.072381223,Dairy,48.47,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU03,18.7,Regular,0.153282667,Meat,180.43,OUT010,1998,Unknown,Tier 3,Grocery Store
FDA33,6.48,Low Fat,0.033735736,Snack Foods,148.51,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW53,18.35,Low Fat,0.030489311,Health and Hygiene,191.12,OUT035,2004,Small,Tier 2,Supermarket Type1
NCC55,10.695,Low Fat,0.064123807,Household,36.98,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP52,18.7,Regular,0.123772093,Frozen Foods,229.8,OUT019,1985,Small,Tier 1,Grocery Store
FDE39,7.89,Low Fat,0.036190683,Dairy,120.48,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDB44,6.655,Low Fat,0.016955625,Fruits and Vegetables,210.46,OUT035,2004,Small,Tier 2,Supermarket Type1
FDG59,15.85,Low Fat,0,Starchy Foods,37.52,OUT013,1987,High,Tier 3,Supermarket Type1
FDI05,8.35,Regular,0.12676414,Frozen Foods,74.24,OUT013,1987,High,Tier 3,Supermarket Type1
FDF59,12.5,Low Fat,0.071388493,Starchy Foods,128.3,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM39,6.42,Low Fat,0.093620227,Dairy,180.3,OUT019,1985,Small,Tier 1,Grocery Store
FDB14,20.25,Regular,0.102638435,Canned,91.21,OUT013,1987,High,Tier 3,Supermarket Type1
NCS05,11.5,Low Fat,0.036729896,Health and Hygiene,134.39,OUT019,1985,Small,Tier 1,Grocery Store
DRJ35,10.1,Low Fat,0.046679027,Hard Drinks,61.99,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO31,6.76,Regular,0.050744935,Fruits and Vegetables,79.5,OUT019,1985,Small,Tier 1,Grocery Store
FDA31,7.1,Low Fat,0.110011687,Fruits and Vegetables,173.61,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX40,12.85,Low Fat,0.099147047,Frozen Foods,38.42,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW56,7.68,Low Fat,0.07104407,Fruits and Vegetables,191.92,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH09,12.6,Low Fat,0.05630601,Seafood,51.4,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA52,16.2,Regular,0.224850832,Frozen Foods,176.44,OUT019,1985,Small,Tier 1,Grocery Store
FDF20,12.85,Low Fat,0.058164228,Fruits and Vegetables,197.88,OUT019,1985,Small,Tier 1,Grocery Store
FDE40,15.6,Regular,0.09914376,Dairy,61.32,OUT046,1997,Small,Tier 1,Supermarket Type1
NCU17,5.32,Low Fat,0.092883309,Health and Hygiene,100.17,OUT046,1997,Small,Tier 1,Supermarket Type1
NCP14,8.275,Low Fat,0.110268903,Household,106.33,OUT035,2004,Small,Tier 2,Supermarket Type1
FDN25,7.895,Regular,0.06087929,Breakfast,56.16,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDU39,18.85,Low Fat,0.036093981,Meat,59.26,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCM05,6.825,Low Fat,0.060185494,Health and Hygiene,264.92,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU07,11.1,Low Fat,0.060185494,Fruits and Vegetables,149.64,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDF28,15.7,Regular,0.037923591,Frozen Foods,126.2,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR57,5.675,Regular,0.023533498,Snack Foods,158.73,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ33,8.895,Regular,0.088248679,Snack Foods,123.27,OUT013,1987,High,Tier 3,Supermarket Type1
DRH23,14.65,Low Fat,0.170286046,Hard Drinks,55.66,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ52,17,Low Fat,0.119384984,Frozen Foods,249.14,OUT046,1997,Small,Tier 1,Supermarket Type1
DRK13,11.8,Low Fat,0.115145802,Soft Drinks,197.41,OUT035,2004,Small,Tier 2,Supermarket Type1
FDP09,19.75,Low Fat,0.033889856,Snack Foods,211.89,OUT046,1997,Small,Tier 1,Supermarket Type1
FDR08,18.7,Low Fat,0,Fruits and Vegetables,109.49,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDV50,14.3,Low Fat,0.122819787,Dairy,122.47,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT13,14.85,Low Fat,0.018600515,Canned,189.82,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDJ27,17.7,Regular,0.121285843,Meat,100.87,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDH21,10.395,Low Fat,0.031225013,Seafood,156.96,OUT046,1997,Small,Tier 1,Supermarket Type1
FDW14,8.3,Regular,0.038026496,Dairy,87.82,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL52,6.635,Regular,0.046161862,Frozen Foods,39.45,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDW28,18.25,Low Fat,0.089326677,Frozen Foods,196.75,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDL40,17.7,Low Fat,0.011631211,Frozen Foods,97.24,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE24,14.85,Low Fat,0.093462623,Baking Goods,141.98,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX35,5.035,Regular,0.080034782,Breads,227.9,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP46,15.35,Low Fat,0.075037671,Snack Foods,88.38,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDX56,17.1,Regular,0.074209668,Fruits and Vegetables,206.36,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDQ45,9.5,Regular,0.010934025,Snack Foods,185.36,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDK50,7.96,Low Fat,0.028225853,Canned,161.09,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY26,20.6,Regular,0.030572402,Dairy,211.22,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDQ09,7.235,Low Fat,0.058461026,Snack Foods,114.28,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDN39,19.35,Regular,0,Meat,168.88,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP13,8.1,Regular,0.135083344,Canned,40.85,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR51,9.035,Regular,0,Meat,149.97,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ49,11,Regular,0.222858466,Canned,218.98,OUT010,1998,Unknown,Tier 3,Grocery Store
FDL28,10,Regular,0.0634319,Frozen Foods,230.17,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ10,17.85,Low Fat,0.044455084,Snack Foods,125.6,OUT035,2004,Small,Tier 2,Supermarket Type1
FDK38,6.65,Low Fat,0.053245569,Canned,148.07,OUT013,1987,High,Tier 3,Supermarket Type1
DRL49,13.15,Low Fat,0.056155764,Soft Drinks,143.08,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDR15,9.3,Regular,0.033410165,Meat,153.33,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ24,15.7,Low Fat,0.073652769,Baking Goods,251.77,OUT035,2004,Small,Tier 2,Supermarket Type1
FDD56,15.2,Regular,0.103691909,Fruits and Vegetables,176.71,OUT013,1987,High,Tier 3,Supermarket Type1
NCR42,9.105,Low Fat,0,Household,32.59,OUT046,1997,Small,Tier 1,Supermarket Type1
FDH52,9.42,Regular,0.043992138,Frozen Foods,63.32,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH57,10.895,Low Fat,0.062589297,Fruits and Vegetables,130.53,OUT019,1985,Small,Tier 1,Grocery Store
FDR15,9.3,Regular,0.055968342,Meat,156.73,OUT010,1998,Unknown,Tier 3,Grocery Store
FDJ34,11.8,Regular,0.093638018,Snack Foods,125.27,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW37,19.2,Low Fat,0.124026934,Canned,92.45,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ23,6.55,Low Fat,0.024625736,Breads,101.33,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDP34,12.85,Low Fat,0.13711365,Snack Foods,158.26,OUT013,1987,High,Tier 3,Supermarket Type1
FDE04,19.75,Regular,0.017935792,Frozen Foods,180.97,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC48,9.195,Low Fat,0.015891457,Baking Goods,80.76,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDA47,10.5,Regular,0.204280754,Baking Goods,162.22,OUT019,1985,Small,Tier 1,Grocery Store
FDI35,14,Low Fat,0.041459372,Starchy Foods,179.96,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV05,10.1,Low Fat,0.030183371,Health and Hygiene,156.17,OUT013,1987,High,Tier 3,Supermarket Type1
FDR28,13.85,Regular,0.025949003,Frozen Foods,161.92,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDH31,12,Regular,0,Meat,98.4,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP59,20.85,Regular,0.098864176,Breads,104.06,OUT019,1985,Small,Tier 1,Grocery Store
FDS19,13.8,Regular,0.06446883,Fruits and Vegetables,76.5,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDM60,10.8,Regular,0.048240928,Baking Goods,41.01,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDJ44,12.3,Regular,0.106760383,Fruits and Vegetables,173.24,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRH51,17.6,Low Fat,0.097766473,Dairy,86.69,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRC25,5.73,Low Fat,0.045628497,Soft Drinks,85.19,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRE25,15.35,Low Fat,0.073222209,Soft Drinks,93.31,OUT013,1987,High,Tier 3,Supermarket Type1
NCX05,15.2,Low Fat,0.097212998,Health and Hygiene,114.95,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR11,10.5,Regular,0.143344479,Breads,158.46,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRP47,15.75,Low Fat,0.140888464,Hard Drinks,250.74,OUT045,2002,Unknown,Tier 2,Supermarket Type1
